"_5_digit_ntd_id","agency","max_reporter_type","max_organization_type","max_city","max_state","report_year","max_agency_voms","max_primary_uza_code","max_primary_uza_name","max_primary_uza_area_sq_miles","max_primary_uza_population","max_service_area_sq_miles","max_service_area_population","sum_actual_vehicles_passenger_car_miles","sum_actual_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_deadhead_miles","sum_scheduled_vehicles_passenger_car_revenue_miles","sum_actual_vehicles_passenger_car_hours","sum_actual_vehicles_passenger_car_revenue_hours","sum_actual_vehicles_passenger_car_deadhead_hours","sum_charter_service_hours","sum_school_bus_hours","sum_trains_in_operation","sum_train_miles","sum_train_revenue_miles","sum_train_deadhead_miles","sum_train_hours","sum_train_revenue_hours","sum_train_deadhead_hours","sum_unlinked_passenger_trips_upt","sum_ada_upt","sum_sponsored_service_upt","sum_passenger_miles","sum_directional_route_miles"
"40921","Randolph County Senior Adult Association Inc., dba: Randolph Coordinated Area Transportation System","Rural Reporter","Area Agency on Aging","Asheboro","NC","2023","14",,,"0",,,,"0","443860","0","0","0","27271","0",,,"0","0","0",,"0","0",,"42428",,"18513","0","0"
"40922","South Central Community Action Agency, Inc.","Rural Reporter","Private-Non-Profit Corporation","Mendenhall","MS","2023","18",,,"0",,,,"0","457952","0","0","0","20061","0",,,"0","0","0",,"0","0",,"17928",,"7091","0","0"
"40923","Liberty County Board of County Commissioners, dba: Liberty Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Bristol","FL","2023","9",,,"0",,,,"0","172623","0","0","0","4554","0",,,"0","0","0",,"0","0",,"6153",,"6153","0","0"
"40924","Warren County Commission, dba: Warren County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Warrenton","GA","2023","2",,,"0",,,,"0","26446","0","0","0","1705","0",,,"0","0","0",,"0","0",,"2219",,"166","0","0"
"40925","Pulaski County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Hawkinsville","GA","2023","2",,,"0",,,,"0","16644","0","0","0","1980","0",,,"0","0","0",,"0","0",,"3840",,"0","0","0"
"40926","Escambia County Commission, dba: Escambia County Alabama Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Brewton","AL","2023","8",,,"0",,,,"0","102342","0","0","0","6226","0",,,"0","0","0",,"0","0",,"14806",,"2506","0","0"
"40928","Baldwin County Commission, dba: Baldwin Regional Area Transit System","Full Reporter","City, County or Local Government Unit or Department of Transportation","Bay Minette","AL","2023","30","28766","Fairhope--Daphne, AL","59.07","76807","1590","246435","978584","859938","118646","0","46252","37119","9133","0","0","0","0","0",,"0","0",,"101576","0","0","1077003","0"
"40929","Rockingham County Council on Aging","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Reidsville","NC","2023","18",,,"0",,,,"0","715129","0","0","0","40774","0",,,"0","0","0",,"0","0",,"71693",,"35213","0","0"
"40931","Baldwin County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Milledgeville","GA","2023","3",,,"0",,,,"0","67634","0","0","0","4313","0",,,"0","0","0",,"0","0",,"9159",,"0","0","0"
"40933","Sampson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Clinton","NC","2023","12",,,"0",,,,"0","609981","0","0","0","25174","0",,,"0","0","0",,"0","0",,"40727",,"17402","0","0"
"40934","Polk County Transportation Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Columbus","NC","2023","8",,,"0",,,,"0","239316","0","0","0","15338","0",,,"0","0","0",,"0","0",,"21284",,"12601","0","0"
"40936","Wilkinson County Commission","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Irwinton","GA","2023","3",,,"0",,,,"0","57886","0","0","0","3285","0",,,"0","0","0",,"0","0",,"5094",,"3","0","0"
"40938","Pender Adult Services, Inc.","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Burgaw","NC","2023","8",,,"0",,,,"0","397939","0","0","0","14870","0",,,"0","0","0",,"0","0",,"22976",,"6421","0","0"
"40941","Rural Transit Enterprises Coordinated, Inc.","Rural Reporter","Private-Non-Profit Corporation","Mount Vernon","KY","2023","157",,,"0",,,,"0","4472771","0","0","0","326571","0",,,"0","0","0",,"0","0",,"464667",,"423915","0","0"
"40942","Lincoln County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Lincolnton","NC","2023","16",,,"0",,,,"0","589692","0","0","0","29430","0",,,"0","0","0",,"0","0",,"40525",,"36230","0","0"
"40943","Community and Senior Services of Johnston County Inc., dba: Johnston County Area Transit System","Reduced Reporter","Private-Non-Profit Corporation","Smithfield","NC","2023","29","73261","Raleigh, NC","554.82","1106646","792","216000","0","1018525","0","0","0","63815","0",,,"0","0","0",,"0","0",,"99559",,"50389","0","0"
"40944","Carteret County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Beaufort","NC","2023","12",,,"0",,,,"0","501642","0","0","0","25448","0",,,"0","0","0",,"0","0",,"58579",,"35593","0","0"
"40945","Putnam County Commission","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Eatonton","GA","2023","3",,,"0",,,,"0","108604","0","0","0","5538","0",,,"0","0","0",,"0","0",,"14728",,"2646","0","0"
"40946","Jones County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Gray","GA","2023","2",,,"0",,,,"0","46860","0","0","0","3023","0",,,"0","0","0",,"0","0",,"3581",,"0","0","0"
"40947","Gates County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Gatesville","NC","2023","4",,,"0",,,,"0","255287","0","0","0","7874","0",,,"0","0","0",,"0","0",,"14985",,"10484","0","0"
"40948","Bluegrass Community Action Agency","Rural Reporter","Private-Non-Profit Corporation","Frankfort","KY","2023","119",,,"0",,,,"0","2006215","0","0","0","147357","0",,,"0","0","0",,"0","0",,"164461",,"86747","0","0"
"40950","First Tennessee Human Resource Agency, dba: Northeast Tennessee Regional Public Transit","Full Reporter","Independent Public Agency or Authority of Transit Service","Johnson City","TN","2023","50","43210","Johnson City, TN","106.03","128519","2897","516931","3046382","2584399","461983","0","147166","110981","36185","0","0","0","0","0",,"0","0",,"141537","0","68745","2243178","0"
"40951","Burke County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Waynesboro","GA","2023","8",,,"0",,,,"0","137999","0","0","0","8034","0",,,"0","0","0",,"0","0",,"17139",,"10473","0","0"
"40952","Williamsburg County","Rural Reporter","City, County or Local Government Unit or Department of Transportation",,"SC","2023","27",,,"0",,,,"0","390083","0","0","0","29042","0",,,"0","0","0",,"0","0",,"55214",,"10237","0","0"
"40953","Pennyrile Allied Community Services, Inc.","Rural Reporter","Private-Non-Profit Corporation","Hopkinsville","KY","2023","106",,,"0",,,,"0","1434094","0","0","0","137573","0",,,"0","0","0",,"0","0",,"147944",,"101401","0","0"
"40954","South Central Tennessee Development District, dba: South Central Area Transit Service","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Mt Pleasant","TN","2023","126","84088","Spring Hill, TN","23.31","60309","6415","417789","0","1962070","0","0","0","120875","0",,,"0","0","0",,"0","0",,"182506",,"53687","0","0"
"40955","Hinds County Human Resource Agency","Rural Reporter","Private-Non-Profit Corporation","Jackson","MS","2023","13",,,"0",,,,"0","368448","0","0","0","5499","0",,,"0","0","0",,"0","0",,"27145",,"3616","0","0"
"40956","Dodge County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Eastman","GA","2023","4",,,"0",,,,"0","49432","0","0","0","4546","0",,,"0","0","0",,"0","0",,"6685",,"0","0","0"
"40957","N-Route","Rural Reporter","Private-Non-Profit Corporation",,"MS","2023","18",,,"0",,,,"0","245638","0","0","0","13260","0",,,"0","0","0",,"0","0",,"22149",,"6021","0","0"
"40958","Municipality of Orocovis","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Orocovis","PR","2023","2","79093","San Juan, PR","763.6","1844410","64","20608","0","10738","0","0","0","1323","0",,,"0","0","0",,"0","0",,"5763",,,"0","0"
"40959","Washington County, dba: Riverlight Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Plymouth","NC","2023","5",,,"0",,,,"0","78751","0","0","0","4870","0",,,"0","0","0",,"0","0",,"5530",,"5528","0","0"
"40960","Etowah County Commission, dba: Etowah County Rural Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Gadsden","AL","2023","5",,,"0",,,,"0","114731","0","0","0","5856","0",,,"0","0","0",,"0","0",,"6287",,"174","0","0"
"40961","Lincoln County , dba: Leisure Services","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Lincolnton","GA","2023","3",,,"0",,,,"0","37883","0","0","0","2665","0",,,"0","0","0",,"0","0",,"4827",,"2139","0","0"
"40963","Madison County Commission, dba: Madison County Commission TRAM","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Huntsville","AL","2023","8",,,"0",,,,"0","140295","0","0","0","3572","0",,,"0","0","0",,"0","0",,"8111",,"2929","0","0"
"40965","Cullman County Commission, dba: Cullman Area Rural Transportation System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cullman","AL","2023","30",,,"0",,,,"0","367236","0","0","0","22782","0",,,"0","0","0",,"0","0",,"29955",,"8259","0","0"
"40968","Gulf County ARC, dba: Arc on the Gulf, Inc","Rural Reporter","Private-Non-Profit Corporation","Port Saint Joe","FL","2023","21",,,"0",,,,"0","295290","0","0","0","15053","0",,,"0","0","0",,"0","0",,"18049",,"18049","0","0"
"40969","Madison County Citizens Services Agency","Rural Reporter","Private-Non-Profit Corporation","Canton","MS","2023","11",,,"0",,,,"0","127338","0","0","0","9666","0",,,"0","0","0",,"0","0",,"17878",,"0","0","0"
"40971","Licking Valley CAP","Rural Reporter","Private-Non-Profit Corporation","Flemingsburg","KY","2023","66",,,"0",,,,"0","915763","0","0","0","97854","0",,,"0","0","0",,"0","0",,"51687",,"29920","0","0"
"40972","Gateway Community Services Organization","Rural Reporter","Private-Non-Profit Corporation","West Liberty","KY","2023","2",,,"0",,,,"0","32766","0","0","0","3236","0",,,"0","0","0",,"0","0",,"4317",,"0","0","0"
"40974","Bamberg County Office On Aging","Rural Reporter","Area Agency on Aging","Bamberg","SC","2023","33",,,"0",,,,"0","1162643","0","0","0","37733","0",,,"0","0","0",,"0","0",,"59601",,"59601","0","0"
"40976","Madison County Transportation Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Marshall","NC","2023","9",,,"0",,,,"0","257520","0","0","0","14127","0",,,"0","0","0",,"0","0",,"14554",,"3629","0","0"
"40977","Jefferson County, dba: Jefferson Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Louisville","GA","2023","9",,,"0",,,,"0","239730","0","0","0","16028","0",,,"0","0","0",,"0","0",,"26116",,"3417","0","0"
"40978","Upper-Cumberland Human Resource Agency","Rural Reporter","Independent Public Agency or Authority of Transit Service","Cookeville","TN","2023","102",,,"0",,,,"0","2996570","0","0","0","186919","0",,,"0","0","0",,"0","0",,"305919",,"32783","0","0"
"40979","KY River Foothills Development Council, Inc.","Rural Reporter","Private-Non-Profit Corporation","Richmond","KY","2023","30",,,"0",,,,"0","710438","0","0","0","58520","0",,,"0","0","0",,"0","0",,"120147",,"16193","0","0"
"40982","H.EL.P., Inc.","Rural Reporter","Private-Non-Profit Corporation","Carrollton","AL","2023","5",,,"0",,,,"0","90605","0","0","0","4059","0",,,"0","0","0",,"0","0",,"8121",,"1750","0","0"
"40983","Rutherford County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Rutherfordton","NC","2023","14",,,"0",,,,"0","393157","0","0","0","24708","0",,,"0","0","0",,"0","0",,"56557",,"21501","0","0"
"40984","Western Carolina Community Action, dba: WNC Source","Rural Reporter","Private-Non-Profit Corporation","Hendersonville","NC","2023","5",,,"0",,,,"0","117348","0","0","0","11066","0",,,"0","0","0",,"0","0",,"16073",,"3611","0","0"
"40985","Banks County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Homer","GA","2023","2",,,"0",,,,"0","29372","0","0","0","1952","0",,,"0","0","0",,"0","0",,"1938",,"1137","0","0"
"40986","Dekalb County Commission, dba: DeKalb County Rural Public Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Fort Payne","AL","2023","11",,,"0",,,,"0","171088","0","0","0","8370","0",,,"0","0","0",,"0","0",,"11825",,"7008","0","0"
"40987","Copiah County Human Resource Agency","Rural Reporter","Private-Non-Profit Corporation","Hazlehurst","MS","2023","11",,,"0",,,,"0","149268","0","0","0","8956","0",,,"0","0","0",,"0","0",,"19327",,"0","0","0"
"40988","Edgefield County Senior Citizens Council","Rural Reporter","Private-Non-Profit Corporation","Edgefield","SC","2023","11",,,"0",,,,"0","354920","0","0","0","8966","0",,,"0","0","0",,"0","0",,"15545",,"12865","0","0"
"40989","Southeast Tennessee Human Resource Agency-Rural Division","Rural Reporter","Independent Public Agency or Authority of Transit Service","Dunlap","TN","2023","80",,,"0",,,,"0","1922504","0","0","0","100512","0",,,"0","0","0",,"0","0",,"103753",,"47082","0","0"
"40990","Martin County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Williamston","NC","2023","6",,,"0",,,,"0","179703","0","0","0","10807","0",,,"0","0","0",,"0","0",,"14239",,"7518","0","0"
"40991","Municipality of Utuado","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Utuado","PR","2023","1",,,"0",,,,"0","9540","0","0","0","1220","0",,,"0","0","0",,"0","0",,"1999",,,"0","0"
"40993","Wilson County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Wilson","NC","2023","10",,,"0",,,,"0","630167","0","0","0","21609","0",,,"0","0","0",,"0","0",,"57817",,"35494","0","0"
"40994","Habersham County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Clarkesville","GA","2023","3",,,"0",,,,"0","36659","0","0","0","3580","0",,,"0","0","0",,"0","0",,"5955",,"3355","0","0"
"40996","Caswell County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Yanceyville","NC","2023","7",,,"0",,,,"0","358005","0","0","0","13569","0",,,"0","0","0",,"0","0",,"16743",,"10905","0","0"
"40997","Owen County Fiscal Court","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Owenton","KY","2023","13",,,"0",,,,"0","316977","0","0","0","18417","0",,,"0","0","0",,"0","0",,"9059",,"6271","0","0"
"40999","Sumter County Board of County Commissioners, dba: Sumter County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Wildwood","FL","2023","22","87285","The Villages--Lady Lake, FL","98.52","161736","577","144970","0","285170","0","0","0","17344","0",,,"0","0","0",,"0","0",,"30645",,"0","0","0"
"41000","Educational Center for Independence, dba: Washington County Rural Public Transportation","Rural Reporter","Private-Non-Profit Corporation","Chatom","AL","2023","5",,,"0",,,,"0","122802","0","0","0","3706","0",,,"0","0","0",,"0","0",,"7975",,"0","0","0"
"41002","Generations Unlimited","Rural Reporter","Area Agency on Aging",,"SC","2023","13",,,"0",,,,"0","457605","0","0","0","21944","0",,,"0","0","0",,"0","0",,"41420",,"35300","0","0"
"41003","Fairfield County Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Winnsboro","SC","2023","14",,,"0",,,,"0","205737","0","0","0","9451","0",,,"0","0","0",,"0","0",,"19307",,"4126","0","0"
"41004","Chatham Transit Network","Rural Reporter","Private-Non-Profit Corporation","Pittsboro","NC","2023","19",,,"0",,,,"0","928626","0","0","0","37563","0",,,"0","0","0",,"0","0",,"61783",,"32756","0","0"
"41006","Sandy Valley Transportation Services","Rural Reporter","Private-Non-Profit Corporation","Prestonsburg","KY","2023","77",,,"0",,,,"0","2177620","0","0","0","121012","0",,,"0","0","0",,"0","0",,"137485",,"90031","0","0"
"41007","Dade County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Trenton","GA","2023","6",,,"0",,,,"0","99165","0","0","0","6482","0",,,"0","0","0",,"0","0",,"11465",,"5145","0","0"
"41008","Jenkins County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Millen","GA","2023","2",,,"0",,,,"0","4913","0","0","0","628","0",,,"0","0","0",,"0","0",,"816",,"0","0","0"
"41009","City of Guntersville, dba: Guntersville Public Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Guntersville","AL","2023","4",,,"0",,,,"0","84816","0","0","0","4978","0",,,"0","0","0",,"0","0",,"12388",,"4553","0","0"
"41010","Person County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Roxboro","NC","2023","10",,,"0",,,,"0","420660","0","0","0","25768","0",,,"0","0","0",,"0","0",,"57881",,"9129","0","0"
"41012","Chattooga County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Summerville","GA","2023","3",,,"0",,,,"0","69007","0","0","0","5764","0",,,"0","0","0",,"0","0",,"9416",,"0","0","0"
"41013","Paducah Transit Authority, dba: Paducah Area Transit System","Reduced Reporter","Independent Public Agency or Authority of Transit Service","Paducah","KY","2023","29","66781","Paducah, KY--IL","41.41","50833","1475","50082","0","857871","0","0","0","53917","0",,,"0","0","0",,"0","0",,"186474",,"40167","0","0"
"41017","Dooly County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Vienna","GA","2023","6",,,"0",,,,"0","191444","0","0","0","8105","0",,,"0","0","0",,"0","0",,"9612",,"5751","0","0"
"41019","Troup County, dba: Troup Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Lagrange","GA","2023","8",,,"0",,,,"0","138408","0","0","0","10573","0",,,"0","0","0",,"0","0",,"21118",,"16215","0","0"
"41020","Delta Human Resource Agency","Rural Reporter","Independent Public Agency or Authority of Transit Service","Covington","TN","2023","34",,,"0",,,,"0","723256","0","0","0","27663","0",,,"0","0","0",,"0","0",,"24406",,"8156","0","0"
"41021","Elbert County , dba: Elbert Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Elberton","GA","2023","5",,,"0",,,,"0","80133","0","0","0","5120","0",,,"0","0","0",,"0","0",,"11634",,"8637","0","0"
"41022","Newberry County Council on Aging","Rural Reporter","Area Agency on Aging","Newberry","SC","2023","21",,,"0",,,,"0","553012","0","0","0","32305","0",,,"0","0","0",,"0","0",,"35069",,"21792","0","0"
"41023","Daniel Boone Development Council","Rural Reporter","Private-Non-Profit Corporation","Manchester","KY","2023","78",,,"0",,,,"0","2028447","0","0","0","150135","0",,,"0","0","0",,"0","0",,"123100",,"92156","0","0"
"41024","Mississippi Valley State University","Rural Reporter","University","Itta Bena","MS","2023","15",,,"0",,,,"0","157789","0","0","0","7023","0",,,"0","0","0",,"0","0",,"34480",,"3207","0","0"
"41027","Bartow County , dba: Bartow County Transit","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Cartersville","GA","2023","8","03817","Atlanta, GA","2553.04","5100112","470","108901","0","265521","0","0","0","17874","0",,,"0","0","0",,"0","0",,"30717",,"0","0","0"
"41028","Scotland County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Laurinburg","NC","2023","6",,,"0",,,,"0","166870","0","0","0","12929","0",,,"0","0","0",,"0","0",,"23452",,"5911","0","0"
"41029","Ashe County Transportation Authority Inc","Rural Reporter","Independent Public Agency or Authority of Transit Service","West Jefferson","NC","2023","14",,,"0",,,,"0","741131","0","0","0","35734","0",,,"0","0","0",,"0","0",,"65081",,"15508","0","0"
"41030","Mississippi State University","Rural Reporter","University",,"MS","2023","40",,,"0",,,,"0","627187","0","0","0","56833","0",,,"0","0","0",,"0","0",,"477655",,"0","0","0"
"41031","Greene County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Snow Hill","NC","2023","7",,,"0",,,,"0","162130","0","0","0","10530","0",,,"0","0","0",,"0","0",,"17808",,"8499","0","0"
"41032","City of Maysville, dba: Maysville City Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Maysville","KY","2023","6",,,"0",,,,"0","68173","0","0","0","3726","0",,,"0","0","0",,"0","0",,"21733",,,"0","0"
"41033","Towns County, dba: Towns County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Hiawassee","GA","2023","3",,,"0",,,,"0","43276","0","0","0","2939","0",,,"0","0","0",,"0","0",,"3906",,"0","0","0"
"41034","Beaufort County Developmental Center, Inc., dba: Beaufort Area Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Washington","NC","2023","16",,,"0",,,,"0","569532","0","0","0","31361","0",,,"0","0","0",,"0","0",,"42160",,"18530","0","0"
"41035","City of Cedartown, dba: Cedartown Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Cedartown","GA","2023","1",,,"0",,,,"0","14270","0","0","0","1443","0",,,"0","0","0",,"0","0",,"3974",,"0","0","0"
"41037","Suwannee River Economic Council, Inc.","Rural Reporter","Private-Non-Profit Corporation","Live Oak","FL","2023","26",,,"0",,,,"0","683415","0","0","0","31039","0",,,"0","0","0",,"0","0",,"40991",,"0","0","0"
"41038","Hyde County Private Non-Profit Transp. Corp. Inc., dba: Hyde Transit","Rural Reporter","Private-Non-Profit Corporation","Swanquarter","NC","2023","5",,,"0",,,,"0","143038","0","0","0","5931","0",,,"0","0","0",,"0","0",,"14179",,"4634","0","0"
"41039","Northeast Mississippi Community Services","Rural Reporter","Private-Non-Profit Corporation","Booneville","MS","2023","43",,,"0",,,,"0","1080364","0","0","0","67611","0",,,"0","0","0",,"0","0",,"93349",,"60700","0","0"
"41041","Greene County Commission, dba: Greene County Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Greensboro","GA","2023","7",,,"0",,,,"0","108692","0","0","0","5402","0",,,"0","0","0",,"0","0",,"12280",,"7921","0","0"
"41042","McCormick County Senior Center, dba: MAT Transit","Rural Reporter","Private-Non-Profit Corporation","Mc Cormick","SC","2023","15",,,"0",,,,"0","419368","0","0","0","25612","0",,,"0","0","0",,"0","0",,"37840",,"12762","0","0"
"41043","Mitchell County Transportation Authority","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Bakersville","NC","2023","11",,,"0",,,,"0","327324","0","0","0","18005","0",,,"0","0","0",,"0","0",,"36752",,"10942","0","0"
"41044","Community Development Inc.","Rural Reporter","Private-Non-Profit Corporation","Richton","MS","2023","27",,,"0",,,,"0","927093","0","0","0","46032","0",,,"0","0","0",,"0","0",,"63284",,"1464","0","0"
"41045","Dare County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Manteo","NC","2023","6",,,"0",,,,"0","231548","0","0","0","12818","0",,,"0","0","0",,"0","0",,"10834",,"741","0","0"
"41046","Taliaferro County Board of Commissioners","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Crawfordville","GA","2023","2",,,"0",,,,"0","16188","0","0","0","1452","0",,,"0","0","0",,"0","0",,"1701",,"0","0","0"
"41048","Kerr Area Transportation Authority, dba: Kerr Area Regional Transportation System","Rural Reporter","Independent Public Agency or Authority of Transit Service","Henderson","NC","2023","36",,,"0",,,,"0","1787142","0","0","0","110279","0",,,"0","0","0",,"0","0",,"137900",,"79416","0","0"
"41050","Suwannee Valley Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Live Oak","FL","2023","14",,,"0",,"216","143696","0","364799","0","0","0","18160","0",,,"0","0","0",,"0","0",,"27843",,"22777","0","0"
"41051","Five County Child Development Program, Inc.","Rural Reporter","Private-Non-Profit Corporation","Prentiss","MS","2023","8",,,"0",,,,"0","211166","0","0","0","14781","0",,,"0","0","0",,"0","0",,"17514",,"0","0","0"
"41052","City of Oxford","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Oxford","MS","2023","29",,,"0",,,,"0","1145130","0","0","0","56957","0",,,"0","0","0",,"0","0",,"512267",,"0","0","0"
"41053","Murray-Calloway County Transit Authority","Rural Reporter","Independent Public Agency or Authority of Transit Service","Murray","KY","2023","30",,,"0",,,,"0","545574","0","0","0","43455","0",,,"0","0","0",,"0","0",,"55854",,"16191","0","0"
"41055","McDuffie County Commission, dba: Leisure Services","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Thomson","GA","2023","5",,,"0",,,,"0","85642","0","0","0","6953","0",,,"0","0","0",,"0","0",,"18266",,"5842","0","0"
"41057","Dawson County, dba: Dawson Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Dawsonville","GA","2023","4",,,"0",,,,"0","89429","0","0","0","6380","0",,,"0","0","0",,"0","0",,"12506",,"7234","0","0"
"41058","Brunswick Transit System Inc.","Rural Reporter","Private-Non-Profit Corporation","Shallotte","NC","2023","10",,,"0",,,,"0","357949","0","0","0","11566","0",,,"0","0","0",,"0","0",,"29368",,"26916","0","0"
"41060","City of Key West, dba: Key West Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Key West","FL","2023","8",,,"0",,"798","1001311","0","533123","0","0","0","45682","0",,,"0","0","0",,"0","0",,"294658",,,"0","0"
"41062","Hancock County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Sparta","GA","2023","5",,,"0",,,,"0","159783","0","0","0","8531","0",,,"0","0","0",,"0","0",,"9131",,"3465","0","0"
"41064","Moore County","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Carthage","NC","2023","8","69517","Pinehurst--Southern Pines, NC","47.56","50319","698","99727","0","378224","0","0","0","18305","0",,,"0","0","0",,"0","0",,"33440",,"22822","0","0"
"41065","Twiggs County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Jeffersonville","GA","2023","2",,,"0",,,,"0","35423","0","0","0","2750","0",,,"0","0","0",,"0","0",,"3298",,"0","0","0"
"41066","Swain County  Focal Point on Aging Inc, dba: Swain Public Transit","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Bryson City","NC","2023","5",,,"0",,,,"0","101352","0","0","0","7283","0",,,"0","0","0",,"0","0",,"8829",,"1891","0","0"
"41068","Flagler County, dba: Flagler County Transportation","Reduced Reporter","City, County or Local Government Unit or Department of Transportation","Bunnell","FL","2023","18","22612","Daytona Beach--Palm Coast--Port Orange, FL","212.36","402126","571","115081","0","602607","0","0","0","38511","0",,,"0","0","0",,"0","0",,"85476",,"0","0","0"
"41069","Cherokee County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Murphy","NC","2023","8",,,"0",,,,"0","227990","0","0","0","11998","0",,,"0","0","0",,"0","0",,"29023",,"16750","0","0"
"41074","Glascock County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Gibson","GA","2023","2",,,"0",,,,"0","32439","0","0","0","1939","0",,,"0","0","0",,"0","0",,"2588",,"0","0","0"
"41076","St. Clair County Commission, dba: St. Clair County Public Transportation","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Ashville","AL","2023","10",,,"0",,,,"0","221078","0","0","0","8863","0",,,"0","0","0",,"0","0",,"31926",,"2347","0","0"
"41077","Taylor County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Butler","GA","2023","4",,,"0",,,,"0","99692","0","0","0","4806","0",,,"0","0","0",,"0","0",,"7256",,"6241","0","0"
"41078","Morgan County","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Madison","GA","2023","6",,,"0",,,,"0","151241","0","0","0","7998","0",,,"0","0","0",,"0","0",,"24764",,"7023","0","0"
"41080","Marion County Senior Services, dba: Marion Transit","Reduced Reporter","Private-Non-Profit Corporation","Ocala","FL","2023","30","64567","Ocala, FL","125.03","182647","1663","375908","0","709545","0","0","0","47439","0",,,"0","0","0",,"0","0",,"78014",,"25706","0","0"
"41082","Transp. Administration of Cleveland County. Inc","Rural Reporter","Private-Non-Profit Corporation","Shelby","NC","2023","18",,,"0",,,,"0","480658","0","0","0","31450","0",,,"0","0","0",,"0","0",,"45826",,"28455","0","0"
"41083","City of Glasgow, dba: Glasgow Transit System","Rural Reporter","City, County or Local Government Unit or Department of Transportation","Glasgow","KY","2023","2",,,"0",,,,"0","38356","0","0","0","3366","0",,,"0","0","0",,"0","0",,"8475",,,"0","0"
